t;step_number;time_in_days;soil_temperature;sucrose_input_rate
2124;88.5;88.5;17.10785445;1.43E-09
2125;88.54166667;88.54166667;17.13957261;1.43E-09
2126;88.58333333;88.58333333;17.17129078;1.43E-09
2127;88.625;88.625;17.20300894;1.43E-09
2128;88.66666667;88.66666667;17.23472711;1.43E-09
2129;88.70833333;88.70833333;17.26644527;1.43E-09
2130;88.75;88.75;17.29816344;1.43E-09
2131;88.79166667;88.79166667;17.3298816;1.43E-09
2132;88.83333333;88.83333333;17.36159977;1.43E-09
2133;88.875;88.875;17.39331793;1.43E-09
2134;88.91666667;88.91666667;17.4250361;1.43E-09
2135;88.95833333;88.95833333;17.45675426;1.43E-09
2136;89;89;17.48847243;1.43E-09
2137;89.04166667;89.04166667;17.48915671;1.43E-09
2138;89.08333333;89.08333333;17.48984098;1.43E-09
2139;89.125;89.125;17.49052526;1.43E-09
2140;89.16666667;89.16666667;17.49120953;1.43E-09
2141;89.20833333;89.20833333;17.49189381;1.43E-09
2142;89.25;89.25;17.49257809;1.43E-09
2143;89.29166667;89.29166667;17.49326236;1.43E-09
2144;89.33333333;89.33333333;17.49394664;1.43E-09
2145;89.375;89.375;17.49463091;1.43E-09
2146;89.41666667;89.41666667;17.49531519;1.43E-09
2147;89.45833333;89.45833333;17.49599946;1.43E-09
2148;89.5;89.5;17.49668374;1.43E-09
2149;89.54166667;89.54166667;17.49736802;1.43E-09
2150;89.58333333;89.58333333;17.49805229;1.43E-09
2151;89.625;89.625;17.49873657;1.43E-09
2152;89.66666667;89.66666667;17.49942084;1.43E-09
2153;89.70833333;89.70833333;17.50010512;1.43E-09
2154;89.75;89.75;17.50078939;1.43E-09
2155;89.79166667;89.79166667;17.50147367;1.43E-09
2156;89.83333333;89.83333333;17.50215795;1.43E-09
2157;89.875;89.875;17.50284222;1.43E-09
2158;89.91666667;89.91666667;17.5035265;1.43E-09
2159;89.95833333;89.95833333;17.50421077;1.43E-09
2160;90;90;17.50489505;1.43E-09
2161;90.04166667;90.04166667;17.43477838;1.43E-09
2162;90.08333333;90.08333333;17.36466171;1.43E-09
2163;90.125;90.125;17.29454504;1.43E-09
2164;90.16666667;90.16666667;17.22442836;1.43E-09
2165;90.20833333;90.20833333;17.15431169;1.43E-09
2166;90.25;90.25;17.08419502;1.43E-09
2167;90.29166667;90.29166667;17.01407835;1.43E-09
2168;90.33333333;90.33333333;16.94396168;1.43E-09
2169;90.375;90.375;16.87384501;1.43E-09
2170;90.41666667;90.41666667;16.80372833;1.43E-09
2171;90.45833333;90.45833333;16.73361166;1.43E-09
2172;90.5;90.5;16.66349499;1.43E-09
2173;90.54166667;90.54166667;16.59337832;1.43E-09
2174;90.58333333;90.58333333;16.52326165;1.43E-09
2175;90.625;90.625;16.45314498;1.43E-09
2176;90.66666667;90.66666667;16.3830283;1.43E-09
2177;90.70833333;90.70833333;16.31291163;1.43E-09
2178;90.75;90.75;16.24279496;1.43E-09
2179;90.79166667;90.79166667;16.17267829;1.43E-09
2180;90.83333333;90.83333333;16.10256162;1.43E-09
2181;90.875;90.875;16.03244495;1.43E-09
2182;90.91666667;90.91666667;15.96232827;1.43E-09
2183;90.95833333;90.95833333;15.8922116;1.43E-09
2184;91;91;15.82209493;1.43E-09
2185;91.04166667;91.04166667;15.77154155;1.43E-09
2186;91.08333333;91.08333333;15.72098816;1.43E-09
2187;91.125;91.125;15.67043478;1.43E-09
2188;91.16666667;91.16666667;15.6198814;1.43E-09
2189;91.20833333;91.20833333;15.56932802;1.43E-09
2190;91.25;91.25;15.51877463;1.43E-09
2191;91.29166667;91.29166667;15.46822125;1.43E-09
2192;91.33333333;91.33333333;15.41766787;1.43E-09
2193;91.375;91.375;15.36711448;1.43E-09
2194;91.41666667;91.41666667;15.3165611;1.43E-09
2195;91.45833333;91.45833333;15.26600772;1.43E-09
2196;91.5;91.5;15.21545434;1.43E-09
2197;91.54166667;91.54166667;15.16490095;1.42E-09
2198;91.58333333;91.58333333;15.11434757;1.42E-09
2199;91.625;91.625;15.06379419;1.42E-09
2200;91.66666667;91.66666667;15.0132408;1.42E-09
2201;91.70833333;91.70833333;14.96268742;1.42E-09
2202;91.75;91.75;14.91213404;1.42E-09
2203;91.79166667;91.79166667;14.86158065;1.42E-09
2204;91.83333333;91.83333333;14.81102727;1.42E-09
2205;91.875;91.875;14.76047389;1.42E-09
2206;91.91666667;91.91666667;14.70992051;1.42E-09
2207;91.95833333;91.95833333;14.65936712;1.42E-09
2208;92;92;14.60881374;1.42E-09
2209;92.04166667;92.04166667;14.61640985;1.42E-09
2210;92.08333333;92.08333333;14.62400595;1.42E-09
2211;92.125;92.125;14.63160206;1.42E-09
2212;92.16666667;92.16666667;14.63919817;1.42E-09
2213;92.20833333;92.20833333;14.64679428;1.42E-09
2214;92.25;92.25;14.65439038;1.42E-09
2215;92.29166667;92.29166667;14.66198649;1.42E-09
2216;92.33333333;92.33333333;14.6695826;1.42E-09
2217;92.375;92.375;14.6771787;1.42E-09
2218;92.41666667;92.41666667;14.68477481;1.42E-09
2219;92.45833333;92.45833333;14.69237092;1.42E-09
2220;92.5;92.5;14.69996703;1.42E-09
2221;92.54166667;92.54166667;14.70756313;1.42E-09
2222;92.58333333;92.58333333;14.71515924;1.42E-09
2223;92.625;92.625;14.72275535;1.42E-09
2224;92.66666667;92.66666667;14.73035145;1.42E-09
2225;92.70833333;92.70833333;14.73794756;1.42E-09
2226;92.75;92.75;14.74554367;1.42E-09
2227;92.79166667;92.79166667;14.75313977;1.42E-09
2228;92.83333333;92.83333333;14.76073588;1.42E-09
2229;92.875;92.875;14.76833199;1.42E-09
2230;92.91666667;92.91666667;14.7759281;1.42E-09
2231;92.95833333;92.95833333;14.7835242;1.42E-09
2232;93;93;14.79112031;1.42E-09
2233;93.04166667;93.04166667;14.80679005;1.42E-09
2234;93.08333333;93.08333333;14.8224598;1.42E-09
2235;93.125;93.125;14.83812954;1.42E-09
2236;93.16666667;93.16666667;14.85379928;1.42E-09
2237;93.20833333;93.20833333;14.86946902;1.42E-09
2238;93.25;93.25;14.88513877;1.42E-09
2239;93.29166667;93.29166667;14.90080851;1.41E-09
2240;93.33333333;93.33333333;14.91647825;1.41E-09
2241;93.375;93.375;14.93214799;1.41E-09
2242;93.41666667;93.41666667;14.94781774;1.41E-09
2243;93.45833333;93.45833333;14.96348748;1.41E-09
2244;93.5;93.5;14.97915722;1.41E-09
2245;93.54166667;93.54166667;14.99482696;1.41E-09
2246;93.58333333;93.58333333;15.01049671;1.41E-09
2247;93.625;93.625;15.02616645;1.41E-09
2248;93.66666667;93.66666667;15.04183619;1.41E-09
2249;93.70833333;93.70833333;15.05750593;1.41E-09
2250;93.75;93.75;15.07317568;1.41E-09
2251;93.79166667;93.79166667;15.08884542;1.40E-09
2252;93.83333333;93.83333333;15.10451516;1.40E-09
2253;93.875;93.875;15.1201849;1.40E-09
2254;93.91666667;93.91666667;15.13585465;1.40E-09
2255;93.95833333;93.95833333;15.15152439;1.40E-09
2256;94;94;15.16719413;1.40E-09
2257;94.04166667;94.04166667;15.22321733;1.40E-09
2258;94.08333333;94.08333333;15.27924052;1.40E-09
2259;94.125;94.125;15.33526372;1.40E-09
2260;94.16666667;94.16666667;15.39128691;1.40E-09
2261;94.20833333;94.20833333;15.44731011;1.40E-09
2262;94.25;94.25;15.5033333;1.40E-09
2263;94.29166667;94.29166667;15.5593565;1.40E-09
2264;94.33333333;94.33333333;15.61537969;1.40E-09
2265;94.375;94.375;15.67140289;1.40E-09
2266;94.41666667;94.41666667;15.72742608;1.40E-09
2267;94.45833333;94.45833333;15.78344927;1.40E-09
2268;94.5;94.5;15.83947247;1.39E-09
2269;94.54166667;94.54166667;15.89549567;1.39E-09
2270;94.58333333;94.58333333;15.95151886;1.39E-09
2271;94.625;94.625;16.00754206;1.39E-09
2272;94.66666667;94.66666667;16.06356525;1.39E-09
2273;94.70833333;94.70833333;16.11958844;1.39E-09
2274;94.75;94.75;16.17561164;1.39E-09
2275;94.79166667;94.79166667;16.23163483;1.39E-09
2276;94.83333333;94.83333333;16.28765803;1.39E-09
2277;94.875;94.875;16.34368122;1.39E-09
2278;94.91666667;94.91666667;16.39970442;1.39E-09
2279;94.95833333;94.95833333;16.45572762;1.39E-09
2280;95;95;16.51175081;1.39E-09
2281;95.04166667;95.04166667;16.49716248;1.39E-09
2282;95.08333333;95.08333333;16.48257415;1.39E-09
2283;95.125;95.125;16.46798581;1.39E-09
2284;95.16666667;95.16666667;16.45339748;1.39E-09
2285;95.20833333;95.20833333;16.43880915;1.39E-09
2286;95.25;95.25;16.42422082;1.39E-09
2287;95.29166667;95.29166667;16.40963249;1.38E-09
2288;95.33333333;95.33333333;16.39504415;1.38E-09
2289;95.375;95.375;16.38045582;1.38E-09
2290;95.41666667;95.41666667;16.36586749;1.38E-09
2291;95.45833333;95.45833333;16.35127916;1.38E-09
2292;95.5;95.5;16.33669082;1.38E-09
2293;95.54166667;95.54166667;16.32210249;1.38E-09
2294;95.58333333;95.58333333;16.30751416;1.38E-09
2295;95.625;95.625;16.29292583;1.38E-09
2296;95.66666667;95.66666667;16.2783375;1.38E-09
2297;95.70833333;95.70833333;16.26374916;1.38E-09
2298;95.75;95.75;16.24916083;1.38E-09
2299;95.79166667;95.79166667;16.2345725;1.37E-09
2300;95.83333333;95.83333333;16.21998417;1.37E-09
2301;95.875;95.875;16.20539584;1.37E-09
2302;95.91666667;95.91666667;16.1908075;1.37E-09
2303;95.95833333;95.95833333;16.17621917;1.37E-09
2304;96;96;16.16163084;1.37E-09
2305;96.04166667;96.04166667;16.21031334;1.37E-09
2306;96.08333333;96.08333333;16.25899585;1.37E-09
2307;96.125;96.125;16.30767835;1.37E-09
2308;96.16666667;96.16666667;16.35636086;1.37E-09
2309;96.20833333;96.20833333;16.40504336;1.37E-09
2310;96.25;96.25;16.45372587;1.37E-09
2311;96.29166667;96.29166667;16.50240837;1.36E-09
2312;96.33333333;96.33333333;16.55109087;1.36E-09
2313;96.375;96.375;16.59977338;1.36E-09
2314;96.41666667;96.41666667;16.64845588;1.36E-09
2315;96.45833333;96.45833333;16.69713839;1.36E-09
2316;96.5;96.5;16.74582089;1.36E-09
2317;96.54166667;96.54166667;16.79450339;1.36E-09
2318;96.58333333;96.58333333;16.8431859;1.36E-09
2319;96.625;96.625;16.8918684;1.36E-09
2320;96.66666667;96.66666667;16.94055091;1.36E-09
2321;96.70833333;96.70833333;16.98923341;1.36E-09
2322;96.75;96.75;17.03791592;1.36E-09
2323;96.79166667;96.79166667;17.08659842;1.35E-09
2324;96.83333333;96.83333333;17.13528092;1.35E-09
2325;96.875;96.875;17.18396343;1.35E-09
2326;96.91666667;96.91666667;17.23264593;1.35E-09
2327;96.95833333;96.95833333;17.28132844;1.35E-09
2328;97;97;17.33001094;1.35E-09
2329;97.04166667;97.04166667;17.30363615;1.35E-09
2330;97.08333333;97.08333333;17.27726135;1.35E-09
2331;97.125;97.125;17.25088656;1.35E-09
2332;97.16666667;97.16666667;17.22451177;1.35E-09
2333;97.20833333;97.20833333;17.19813697;1.35E-09
2334;97.25;97.25;17.17176218;1.35E-09
2335;97.29166667;97.29166667;17.14538738;1.34E-09
2336;97.33333333;97.33333333;17.11901259;1.34E-09
2337;97.375;97.375;17.0926378;1.34E-09
2338;97.41666667;97.41666667;17.066263;1.34E-09
2339;97.45833333;97.45833333;17.03988821;1.34E-09
2340;97.5;97.5;17.01351342;1.34E-09
2341;97.54166667;97.54166667;16.98713862;1.34E-09
2342;97.58333333;97.58333333;16.96076383;1.34E-09
2343;97.625;97.625;16.93438903;1.34E-09
2344;97.66666667;97.66666667;16.90801424;1.34E-09
2345;97.70833333;97.70833333;16.88163945;1.34E-09
2346;97.75;97.75;16.85526465;1.34E-09
2347;97.79166667;97.79166667;16.82888986;1.33E-09
2348;97.83333333;97.83333333;16.80251507;1.33E-09
2349;97.875;97.875;16.77614027;1.33E-09
2350;97.91666667;97.91666667;16.74976548;1.33E-09
2351;97.95833333;97.95833333;16.72339068;1.33E-09
2352;98;98;16.69701589;1.33E-09
2353;98.04166667;98.04166667;16.64442967;1.33E-09
2354;98.08333333;98.08333333;16.59184346;1.33E-09
2355;98.125;98.125;16.53925724;1.33E-09
2356;98.16666667;98.16666667;16.48667103;1.33E-09
2357;98.20833333;98.20833333;16.43408481;1.33E-09
2358;98.25;98.25;16.3814986;1.32E-09
2359;98.29166667;98.29166667;16.32891238;1.32E-09
2360;98.33333333;98.33333333;16.27632617;1.32E-09
2361;98.375;98.375;16.22373995;1.32E-09
2362;98.41666667;98.41666667;16.17115374;1.32E-09
2363;98.45833333;98.45833333;16.11856752;1.32E-09
2364;98.5;98.5;16.06598131;1.32E-09
2365;98.54166667;98.54166667;16.01339509;1.32E-09
2366;98.58333333;98.58333333;15.96080887;1.32E-09
2367;98.625;98.625;15.90822266;1.32E-09
2368;98.66666667;98.66666667;15.85563644;1.32E-09
2369;98.70833333;98.70833333;15.80305023;1.32E-09
2370;98.75;98.75;15.75046401;1.32E-09
2371;98.79166667;98.79166667;15.6978778;1.31E-09
2372;98.83333333;98.83333333;15.64529158;1.31E-09
2373;98.875;98.875;15.59270537;1.31E-09
2374;98.91666667;98.91666667;15.54011915;1.31E-09
2375;98.95833333;98.95833333;15.48753294;1.31E-09
2376;99;99;15.43494672;1.31E-09
2377;99.04166667;99.04166667;15.41630748;1.31E-09
2378;99.08333333;99.08333333;15.39766824;1.31E-09
2379;99.125;99.125;15.37902899;1.31E-09
2380;99.16666667;99.16666667;15.36038975;1.31E-09
2381;99.20833333;99.20833333;15.34175051;1.30E-09
2382;99.25;99.25;15.32311127;1.30E-09
2383;99.29166667;99.29166667;15.30447203;1.30E-09
2384;99.33333333;99.33333333;15.28583279;1.30E-09
2385;99.375;99.375;15.26719355;1.30E-09
2386;99.41666667;99.41666667;15.2485543;1.30E-09
2387;99.45833333;99.45833333;15.22991506;1.30E-09
2388;99.5;99.5;15.21127582;1.30E-09
2389;99.54166667;99.54166667;15.19263658;1.29E-09
2390;99.58333333;99.58333333;15.17399734;1.29E-09
2391;99.625;99.625;15.1553581;1.29E-09
2392;99.66666667;99.66666667;15.13671885;1.29E-09
2393;99.70833333;99.70833333;15.11807961;1.29E-09
2394;99.75;99.75;15.09944037;1.29E-09
2395;99.79166667;99.79166667;15.08080113;1.29E-09
2396;99.83333333;99.83333333;15.06216189;1.29E-09
2397;99.875;99.875;15.04352265;1.28E-09
2398;99.91666667;99.91666667;15.0248834;1.28E-09
2399;99.95833333;99.95833333;15.00624416;1.28E-09
2400;100;100;14.98760492;1.28E-09
2401;100.0416667;100.0416667;14.96896568;1.28E-09
2402;100.0833333;100.0833333;14.95032644;1.28E-09
2403;100.125;100.125;14.9316872;1.28E-09
2404;100.1666667;100.1666667;14.91304795;1.27E-09
2405;100.2083333;100.2083333;14.89440871;1.27E-09
2406;100.25;100.25;14.87576947;1.27E-09
2407;100.2916667;100.2916667;14.85713023;1.27E-09
2408;100.3333333;100.3333333;14.83849099;1.27E-09
2409;100.375;100.375;14.81985175;1.27E-09
2410;100.4166667;100.4166667;14.8012125;1.27E-09
2411;100.4583333;100.4583333;14.78257326;1.27E-09
2412;100.5;100.5;14.76393402;1.27E-09
2413;100.5416667;100.5416667;14.74529478;1.26E-09
2414;100.5833333;100.5833333;14.72665554;1.26E-09
2415;100.625;100.625;14.7080163;1.26E-09
2416;100.6666667;100.6666667;14.68937705;1.26E-09
2417;100.7083333;100.7083333;14.67073781;1.26E-09
2418;100.75;100.75;14.65209857;1.26E-09
2419;100.7916667;100.7916667;14.63345933;1.26E-09
2420;100.8333333;100.8333333;14.61482009;1.26E-09
2421;100.875;100.875;14.59618085;1.25E-09
2422;100.9166667;100.9166667;14.5775416;1.25E-09
2423;100.9583333;100.9583333;14.55890236;1.25E-09
2424;101;101;14.54026312;1.25E-09
2425;101.0416667;101.0416667;14.58937074;1.25E-09
2426;101.0833333;101.0833333;14.63847835;1.25E-09
2427;101.125;101.125;14.68758597;1.25E-09
2428;101.1666667;101.1666667;14.73669358;1.25E-09
2429;101.2083333;101.2083333;14.7858012;1.24E-09
2430;101.25;101.25;14.83490881;1.24E-09
2431;101.2916667;101.2916667;14.88401643;1.24E-09
2432;101.3333333;101.3333333;14.93312404;1.24E-09
2433;101.375;101.375;14.98223166;1.24E-09
2434;101.4166667;101.4166667;15.03133927;1.24E-09
2435;101.4583333;101.4583333;15.08044689;1.24E-09
2436;101.5;101.5;15.12955451;1.24E-09
2437;101.5416667;101.5416667;15.17866212;1.23E-09
2438;101.5833333;101.5833333;15.22776974;1.23E-09
2439;101.625;101.625;15.27687735;1.23E-09
2440;101.6666667;101.6666667;15.32598497;1.23E-09
2441;101.7083333;101.7083333;15.37509258;1.23E-09
2442;101.75;101.75;15.4242002;1.23E-09
2443;101.7916667;101.7916667;15.47330781;1.23E-09
2444;101.8333333;101.8333333;15.52241543;1.23E-09
2445;101.875;101.875;15.57152304;1.22E-09
2446;101.9166667;101.9166667;15.62063066;1.22E-09
2447;101.9583333;101.9583333;15.66973827;1.22E-09
2448;102;102;15.71884589;1.22E-09
2449;102.0416667;102.0416667;15.72843869;1.22E-09
2450;102.0833333;102.0833333;15.73803149;1.22E-09
2451;102.125;102.125;15.74762429;1.22E-09
2452;102.1666667;102.1666667;15.75721709;1.22E-09
2453;102.2083333;102.2083333;15.76680989;1.21E-09
2454;102.25;102.25;15.77640269;1.21E-09
2455;102.2916667;102.2916667;15.78599549;1.21E-09
2456;102.3333333;102.3333333;15.79558829;1.21E-09
2457;102.375;102.375;15.80518109;1.21E-09
2458;102.4166667;102.4166667;15.81477389;1.21E-09
2459;102.4583333;102.4583333;15.82436669;1.21E-09
2460;102.5;102.5;15.83395949;1.20E-09
2461;102.5416667;102.5416667;15.84355229;1.20E-09
2462;102.5833333;102.5833333;15.85314509;1.20E-09
2463;102.625;102.625;15.86273789;1.20E-09
2464;102.6666667;102.6666667;15.87233069;1.20E-09
2465;102.7083333;102.7083333;15.88192349;1.20E-09
2466;102.75;102.75;15.89151629;1.20E-09
2467;102.7916667;102.7916667;15.90110909;1.20E-09
2468;102.8333333;102.8333333;15.91070189;1.20E-09
2469;102.875;102.875;15.92029469;1.19E-09
2470;102.9166667;102.9166667;15.92988749;1.19E-09
2471;102.9583333;102.9583333;15.93948029;1.19E-09
2472;103;103;15.94907309;1.19E-09
2473;103.0416667;103.0416667;15.94848165;1.19E-09
2474;103.0833333;103.0833333;15.9478902;1.19E-09
2475;103.125;103.125;15.94729876;1.19E-09
2476;103.1666667;103.1666667;15.94670732;1.19E-09
2477;103.2083333;103.2083333;15.94611587;1.18E-09
2478;103.25;103.25;15.94552443;1.18E-09
2479;103.2916667;103.2916667;15.94493298;1.18E-09
2480;103.3333333;103.3333333;15.94434154;1.18E-09
2481;103.375;103.375;15.9437501;1.18E-09
2482;103.4166667;103.4166667;15.94315865;1.18E-09
2483;103.4583333;103.4583333;15.94256721;1.18E-09
2484;103.5;103.5;15.94197577;1.18E-09
2485;103.5416667;103.5416667;15.94138432;1.17E-09
2486;103.5833333;103.5833333;15.94079288;1.17E-09
2487;103.625;103.625;15.94020143;1.17E-09
2488;103.6666667;103.6666667;15.93960999;1.17E-09
2489;103.7083333;103.7083333;15.93901855;1.17E-09
2490;103.75;103.75;15.9384271;1.17E-09
2491;103.7916667;103.7916667;15.93783566;1.17E-09
2492;103.8333333;103.8333333;15.93724422;1.17E-09
2493;103.875;103.875;15.93665277;1.16E-09
2494;103.9166667;103.9166667;15.93606133;1.16E-09
2495;103.9583333;103.9583333;15.93546988;1.16E-09
2496;104;104;15.93487844;1.16E-09
2497;104.0416667;104.0416667;15.98947215;1.16E-09
2498;104.0833333;104.0833333;16.04406586;1.16E-09
2499;104.125;104.125;16.09865957;1.16E-09
2500;104.1666667;104.1666667;16.15325328;1.15E-09
2501;104.2083333;104.2083333;16.20784699;1.15E-09
2502;104.25;104.25;16.2624407;1.15E-09
2503;104.2916667;104.2916667;16.31703441;1.15E-09
2504;104.3333333;104.3333333;16.37162812;1.15E-09
2505;104.375;104.375;16.42622183;1.15E-09
2506;104.4166667;104.4166667;16.48081554;1.15E-09
2507;104.4583333;104.4583333;16.53540925;1.15E-09
2508;104.5;104.5;16.59000297;1.15E-09
2509;104.5416667;104.5416667;16.64459668;1.14E-09
2510;104.5833333;104.5833333;16.69919039;1.14E-09
2511;104.625;104.625;16.7537841;1.14E-09
2512;104.6666667;104.6666667;16.80837781;1.14E-09
2513;104.7083333;104.7083333;16.86297152;1.14E-09
2514;104.75;104.75;16.91756523;1.14E-09
2515;104.7916667;104.7916667;16.97215894;1.14E-09
2516;104.8333333;104.8333333;17.02675265;1.14E-09
2517;104.875;104.875;17.08134636;1.13E-09
2518;104.9166667;104.9166667;17.13594007;1.13E-09
2519;104.9583333;104.9583333;17.19053378;1.13E-09
2520;105;105;17.24512749;1.13E-09
2521;105.0416667;105.0416667;17.26461025;1.13E-09
2522;105.0833333;105.0833333;17.28409301;1.13E-09
2523;105.125;105.125;17.30357578;1.13E-09
2524;105.1666667;105.1666667;17.32305854;1.12E-09
2525;105.2083333;105.2083333;17.3425413;1.12E-09
2526;105.25;105.25;17.36202406;1.12E-09
2527;105.2916667;105.2916667;17.38150682;1.12E-09
2528;105.3333333;105.3333333;17.40098958;1.12E-09
2529;105.375;105.375;17.42047235;1.12E-09
2530;105.4166667;105.4166667;17.43995511;1.11E-09
2531;105.4583333;105.4583333;17.45943787;1.11E-09
2532;105.5;105.5;17.47892063;1.11E-09
2533;105.5416667;105.5416667;17.49840339;1.11E-09
2534;105.5833333;105.5833333;17.51788615;1.11E-09
2535;105.625;105.625;17.53736892;1.11E-09
2536;105.6666667;105.6666667;17.55685168;1.10E-09
2537;105.7083333;105.7083333;17.57633444;1.10E-09
2538;105.75;105.75;17.5958172;1.10E-09
2539;105.7916667;105.7916667;17.61529996;1.10E-09
2540;105.8333333;105.8333333;17.63478272;1.10E-09
2541;105.875;105.875;17.65426549;1.10E-09
2542;105.9166667;105.9166667;17.67374825;1.09E-09
2543;105.9583333;105.9583333;17.69323101;1.09E-09
2544;106;106;17.71271377;1.09E-09
2545;106.0416667;106.0416667;17.7455184;1.09E-09
2546;106.0833333;106.0833333;17.77832303;1.09E-09
2547;106.125;106.125;17.81112766;1.09E-09
2548;106.1666667;106.1666667;17.84393229;1.08E-09
2549;106.2083333;106.2083333;17.87673691;1.08E-09
2550;106.25;106.25;17.90954154;1.08E-09
2551;106.2916667;106.2916667;17.94234617;1.08E-09
2552;106.3333333;106.3333333;17.9751508;1.08E-09
2553;106.375;106.375;18.00795543;1.08E-09
2554;106.4166667;106.4166667;18.04076006;1.08E-09
2555;106.4583333;106.4583333;18.07356469;1.08E-09
2556;106.5;106.5;18.10636932;1.08E-09
2557;106.5416667;106.5416667;18.13917394;1.07E-09
2558;106.5833333;106.5833333;18.17197857;1.07E-09
2559;106.625;106.625;18.2047832;1.07E-09
2560;106.6666667;106.6666667;18.23758783;1.07E-09
2561;106.7083333;106.7083333;18.27039246;1.07E-09
2562;106.75;106.75;18.30319709;1.07E-09
2563;106.7916667;106.7916667;18.33600172;1.07E-09
2564;106.8333333;106.8333333;18.36880635;1.07E-09
2565;106.875;106.875;18.40161097;1.06E-09
2566;106.9166667;106.9166667;18.4344156;1.06E-09
2567;106.9583333;106.9583333;18.46722023;1.06E-09
2568;107;107;18.50002486;1.06E-09
2569;107.0416667;107.0416667;18.51305578;1.06E-09
2570;107.0833333;107.0833333;18.5260867;1.06E-09
2571;107.125;107.125;18.53911762;1.06E-09
2572;107.1666667;107.1666667;18.55214854;1.06E-09
2573;107.2083333;107.2083333;18.56517946;1.05E-09
2574;107.25;107.25;18.57821038;1.05E-09
2575;107.2916667;107.2916667;18.5912413;1.05E-09
2576;107.3333333;107.3333333;18.60427222;1.05E-09
2577;107.375;107.375;18.61730314;1.05E-09
2578;107.4166667;107.4166667;18.63033406;1.05E-09
2579;107.4583333;107.4583333;18.64336498;1.05E-09
2580;107.5;107.5;18.65639591;1.05E-09
2581;107.5416667;107.5416667;18.66942683;1.04E-09
2582;107.5833333;107.5833333;18.68245775;1.04E-09
2583;107.625;107.625;18.69548867;1.04E-09
2584;107.6666667;107.6666667;18.70851959;1.04E-09
2585;107.7083333;107.7083333;18.72155051;1.04E-09
2586;107.75;107.75;18.73458143;1.04E-09
2587;107.7916667;107.7916667;18.74761235;1.04E-09
2588;107.8333333;107.8333333;18.76064327;1.04E-09
2589;107.875;107.875;18.77367419;1.03E-09
2590;107.9166667;107.9166667;18.78670511;1.03E-09
2591;107.9583333;107.9583333;18.79973603;1.03E-09
2592;108;108;18.81276695;1.03E-09
2593;108.0416667;108.0416667;18.6313065;1.03E-09
2594;108.0833333;108.0833333;18.44984605;1.03E-09
2595;108.125;108.125;18.2683856;1.03E-09
2596;108.1666667;108.1666667;18.08692516;1.02E-09
2597;108.2083333;108.2083333;17.90546471;1.02E-09
2598;108.25;108.25;17.72400426;1.02E-09
2599;108.2916667;108.2916667;17.54254381;1.02E-09
2600;108.3333333;108.3333333;17.36108336;1.02E-09
2601;108.375;108.375;17.17962291;1.02E-09
2602;108.4166667;108.4166667;16.99816246;1.01E-09
2603;108.4583333;108.4583333;16.81670201;1.01E-09
2604;108.5;108.5;16.63524157;1.01E-09
2605;108.5416667;108.5416667;16.45378112;1.01E-09
2606;108.5833333;108.5833333;16.27232067;1.01E-09
2607;108.625;108.625;16.09086022;1.01E-09
2608;108.6666667;108.6666667;15.90939977;1.00E-09
2609;108.7083333;108.7083333;15.72793932;1.00E-09
2610;108.75;108.75;15.54647887;1.00E-09
2611;108.7916667;108.7916667;15.36501842;1.00E-09
2612;108.8333333;108.8333333;15.18355798;9.98E-10
2613;108.875;108.875;15.00209753;9.97E-10
2614;108.9166667;108.9166667;14.82063708;9.95E-10
2615;108.9583333;108.9583333;14.63917663;9.94E-10
2616;109;109;14.45771618;9.92E-10
2617;109.0416667;109.0416667;14.60251814;9.91E-10
2618;109.0833333;109.0833333;14.74732011;9.89E-10
2619;109.125;109.125;14.89212207;9.88E-10
2620;109.1666667;109.1666667;15.03692404;9.86E-10
2621;109.2083333;109.2083333;15.181726;9.85E-10
2622;109.25;109.25;15.32652796;9.84E-10
2623;109.2916667;109.2916667;15.47132993;9.82E-10
2624;109.3333333;109.3333333;15.61613189;9.81E-10
2625;109.375;109.375;15.76093385;9.79E-10
2626;109.4166667;109.4166667;15.90573582;9.78E-10
2627;109.4583333;109.4583333;16.05053778;9.76E-10
2628;109.5;109.5;16.19533975;9.75E-10
2629;109.5416667;109.5416667;16.34014171;9.74E-10
2630;109.5833333;109.5833333;16.48494367;9.72E-10
2631;109.625;109.625;16.62974564;9.71E-10
2632;109.6666667;109.6666667;16.7745476;9.69E-10
2633;109.7083333;109.7083333;16.91934956;9.68E-10
2634;109.75;109.75;17.06415153;9.67E-10
2635;109.7916667;109.7916667;17.20895349;9.65E-10
2636;109.8333333;109.8333333;17.35375546;9.64E-10
2637;109.875;109.875;17.49855742;9.62E-10
2638;109.9166667;109.9166667;17.64335938;9.61E-10
2639;109.9583333;109.9583333;17.78816135;9.59E-10
2640;110;110;17.93296331;9.58E-10
2641;110.0416667;110.0416667;17.91142608;9.57E-10
2642;110.0833333;110.0833333;17.88988885;9.55E-10
2643;110.125;110.125;17.86835162;9.54E-10
2644;110.1666667;110.1666667;17.84681439;9.52E-10
2645;110.2083333;110.2083333;17.82527715;9.51E-10
2646;110.25;110.25;17.80373992;9.49E-10
2647;110.2916667;110.2916667;17.78220269;9.48E-10
2648;110.3333333;110.3333333;17.76066546;9.46E-10
2649;110.375;110.375;17.73912823;9.45E-10
2650;110.4166667;110.4166667;17.717591;9.43E-10
