t;sucrose_input_rate;soil_temperature
2407;1.32E-10;20
2408;1.31E-10;20
2409;1.31E-10;20
2410;1.31E-10;20
2411;1.31E-10;20
2412;1.30E-10;20
2413;1.30E-10;20
2414;1.30E-10;20
2415;1.29E-10;20
2416;1.29E-10;20
2417;1.29E-10;20
2418;1.28E-10;20
2419;1.28E-10;20
2420;1.28E-10;20
2421;1.27E-10;20
2422;1.27E-10;20
2423;1.27E-10;20
2424;1.26E-10;20
2425;1.26E-10;20
2426;1.26E-10;20
2427;1.25E-10;20
2428;1.25E-10;20
2429;1.25E-10;20
2430;1.24E-10;20
2431;1.24E-10;20
2432;1.24E-10;20
2433;1.24E-10;20
2434;1.23E-10;20
2435;1.23E-10;20
2436;1.23E-10;20
2437;1.23E-10;20
2438;1.22E-10;20
2439;1.22E-10;20
2440;1.22E-10;20
2441;1.21E-10;20
2442;1.21E-10;20
2443;1.21E-10;20
2444;1.21E-10;20
2445;1.20E-10;20
2446;1.20E-10;20
2447;1.20E-10;20
2448;1.19E-10;20
2449;1.19E-10;20
2450;1.19E-10;20
2451;1.19E-10;20
2452;1.18E-10;20
2453;1.18E-10;20
2454;1.18E-10;20
2455;1.17E-10;20
2456;1.17E-10;20
2457;1.17E-10;20
2458;1.17E-10;20
2459;1.16E-10;20
2460;1.16E-10;20
2461;1.16E-10;20
2462;1.15E-10;20
2463;1.15E-10;20
2464;1.15E-10;20
2465;1.15E-10;20
2466;1.14E-10;20
2467;1.14E-10;20
2468;1.14E-10;20
2469;1.13E-10;20
2470;1.13E-10;20
2471;1.13E-10;20
2472;1.13E-10;20
2473;1.12E-10;20
2474;1.12E-10;20
2475;1.12E-10;20
2476;1.12E-10;20
2477;1.11E-10;20
2478;1.11E-10;20
2479;1.11E-10;20
2480;1.10E-10;20
2481;1.10E-10;20
2482;1.10E-10;20
2483;1.10E-10;20
2484;1.10E-10;20
2485;1.09E-10;20
2486;1.09E-10;20
2487;1.09E-10;20
2488;1.09E-10;20
2489;1.08E-10;20
2490;1.08E-10;20
2491;1.08E-10;20
2492;1.08E-10;20
2493;1.07E-10;20
2494;1.07E-10;20
2495;1.07E-10;20
2496;1.07E-10;20
2497;1.07E-10;20
2498;1.06E-10;20
2499;1.06E-10;20
2500;1.06E-10;20
2501;1.06E-10;20
2502;1.05E-10;20
2503;1.05E-10;20
2504;1.05E-10;20
2505;1.05E-10;20
2506;1.04E-10;20
2507;1.04E-10;20
2508;1.04E-10;20
2509;1.04E-10;20
2510;1.03E-10;20
2511;1.03E-10;20
2512;1.03E-10;20
2513;1.03E-10;20
2514;1.02E-10;20
2515;1.02E-10;20
2516;1.02E-10;20
2517;1.02E-10;20
2518;1.01E-10;20
2519;1.01E-10;20
2520;1.01E-10;20
2521;1.01E-10;20
2522;1.00E-10;20
2523;1.00E-10;20
2524;9.99E-11;20
2525;9.96E-11;20
2526;9.94E-11;20
2527;9.91E-11;20
2528;9.89E-11;20
2529;9.86E-11;20
2530;9.84E-11;20
2531;9.82E-11;20
2532;9.79E-11;20
2533;9.77E-11;20
2534;9.75E-11;20
2535;9.72E-11;20
2536;9.70E-11;20
2537;9.68E-11;20
2538;9.66E-11;20
2539;9.63E-11;20
2540;9.61E-11;20
2541;9.59E-11;20
2542;9.56E-11;20
2543;9.54E-11;20
2544;9.52E-11;20
2545;9.49E-11;20
2546;9.47E-11;20
2547;9.45E-11;20
2548;9.43E-11;20
2549;9.40E-11;20
2550;9.38E-11;20
2551;9.36E-11;20
2552;9.33E-11;20
2553;9.31E-11;20
2554;9.29E-11;20
2555;9.26E-11;20
2556;9.24E-11;20
2557;9.22E-11;20
2558;9.19E-11;20
2559;9.17E-11;20
2560;9.15E-11;20
2561;9.12E-11;20
2562;9.10E-11;20
2563;9.08E-11;20
2564;9.05E-11;20
2565;9.03E-11;20
2566;9.01E-11;20
2567;8.98E-11;20
2568;8.96E-11;20
2569;8.93E-11;20
2570;8.91E-11;20
2571;8.89E-11;20
2572;8.86E-11;20
2573;8.84E-11;20
2574;8.82E-11;20
2575;8.79E-11;20
2576;8.77E-11;20
2577;8.75E-11;20
2578;8.72E-11;20
2579;8.70E-11;20
2580;8.68E-11;20
2581;8.65E-11;20
2582;8.63E-11;20
2583;8.61E-11;20
2584;8.58E-11;20
2585;8.56E-11;20
2586;8.54E-11;20
2587;8.51E-11;20
2588;8.49E-11;20
2589;8.47E-11;20
2590;8.44E-11;20
2591;8.42E-11;20
2592;8.40E-11;20
2593;8.37E-11;20
2594;8.35E-11;20
2595;8.33E-11;20
2596;8.30E-11;20
2597;8.28E-11;20
2598;8.26E-11;20
2599;8.23E-11;20
2600;8.21E-11;20
2601;8.19E-11;20
2602;8.16E-11;20
2603;8.14E-11;20
2604;8.12E-11;20
2605;8.09E-11;20
2606;8.07E-11;20
2607;8.05E-11;20
2608;8.02E-11;20
2609;8.00E-11;20
2610;7.98E-11;20
2611;7.95E-11;20
2612;7.93E-11;20
2613;7.91E-11;20
2614;7.88E-11;20
2615;7.86E-11;20
2616;7.84E-11;20
2617;7.82E-11;20
2618;7.79E-11;20
2619;7.77E-11;20
2620;7.75E-11;20
2621;7.72E-11;20
2622;7.70E-11;20
2623;7.68E-11;20
2624;7.65E-11;20
2625;7.63E-11;20
2626;7.61E-11;20
2627;7.58E-11;20
2628;7.56E-11;20
2629;7.54E-11;20
2630;7.52E-11;20
2631;7.49E-11;20
2632;7.47E-11;20
2633;7.45E-11;20
2634;7.42E-11;20
2635;7.40E-11;20
2636;7.38E-11;20
2637;7.36E-11;20
2638;7.33E-11;20
2639;7.31E-11;20
2640;7.29E-11;20
2641;7.26E-11;20
2642;7.24E-11;20
2643;7.22E-11;20
2644;7.20E-11;20
2645;7.17E-11;20
2646;7.15E-11;20
2647;7.13E-11;20
2648;7.11E-11;20
2649;7.08E-11;20
2650;7.06E-11;20
2651;7.04E-11;20
2652;7.02E-11;20
2653;6.99E-11;20
2654;6.97E-11;20
2655;6.95E-11;20
2656;6.93E-11;20
2657;6.90E-11;20
2658;6.88E-11;20
2659;6.86E-11;20
2660;6.84E-11;20
2661;6.82E-11;20
2662;6.80E-11;20
2663;6.78E-11;20
2664;6.76E-11;20
2665;6.74E-11;20
2666;6.72E-11;20
2667;6.70E-11;20
2668;6.69E-11;20
2669;6.67E-11;20
2670;6.65E-11;20
2671;6.63E-11;20
2672;6.61E-11;20
2673;6.59E-11;20
2674;6.57E-11;20
2675;6.55E-11;20
2676;6.54E-11;20
2677;6.52E-11;20
2678;6.50E-11;20
2679;6.48E-11;20
2680;6.46E-11;20
2681;6.44E-11;20
2682;6.42E-11;20
2683;6.41E-11;20
2684;6.39E-11;20
2685;6.37E-11;20
2686;6.35E-11;20
2687;6.34E-11;20
2688;6.32E-11;20
2689;6.30E-11;20
2690;6.29E-11;20
2691;6.27E-11;20
2692;6.25E-11;20
2693;6.23E-11;20
2694;6.22E-11;20
2695;6.20E-11;20
2696;6.18E-11;20
2697;6.17E-11;20
2698;6.15E-11;20
2699;6.13E-11;20
2700;6.11E-11;20
2701;6.10E-11;20
2702;6.08E-11;20
2703;6.06E-11;20
2704;6.05E-11;20
2705;6.03E-11;20
2706;6.01E-11;20
2707;6.00E-11;20
2708;5.98E-11;20
2709;5.97E-11;20
2710;5.95E-11;20
2711;5.94E-11;20
2712;5.92E-11;20
2713;5.91E-11;20
2714;5.89E-11;20
2715;5.88E-11;20
2716;5.86E-11;20
2717;5.85E-11;20
2718;5.83E-11;20
2719;5.82E-11;20
2720;5.80E-11;20
2721;5.79E-11;20
2722;5.77E-11;20
2723;5.76E-11;20
2724;5.74E-11;20
2725;5.73E-11;20
2726;5.71E-11;20
2727;5.70E-11;20
2728;5.69E-11;20
2729;5.67E-11;20
2730;5.66E-11;20
2731;5.64E-11;20
2732;5.63E-11;20
2733;5.62E-11;20
2734;5.60E-11;20
2735;5.59E-11;20
2736;5.58E-11;20
2737;5.56E-11;20
2738;5.55E-11;20
2739;5.54E-11;20
2740;5.52E-11;20
2741;5.51E-11;20
2742;5.50E-11;20
2743;5.48E-11;20
2744;5.47E-11;20
2745;5.46E-11;20
2746;5.44E-11;20
2747;5.43E-11;20
2748;5.42E-11;20
2749;5.40E-11;20
2750;5.39E-11;20
2751;5.38E-11;20
2752;5.36E-11;20
2753;5.35E-11;20
2754;5.34E-11;20
2755;5.32E-11;20
2756;5.31E-11;20
2757;5.30E-11;20
2758;5.28E-11;20
2759;5.27E-11;20
2760;5.25E-11;20
2761;5.24E-11;20
2762;5.23E-11;20
2763;5.21E-11;20
2764;5.20E-11;20
2765;5.18E-11;20
2766;5.17E-11;20
2767;5.16E-11;20
2768;5.14E-11;20
2769;5.13E-11;20
2770;5.11E-11;20
2771;5.10E-11;20
2772;5.09E-11;20
2773;5.07E-11;20
2774;5.06E-11;20
2775;5.05E-11;20
2776;5.03E-11;20
2777;5.02E-11;20
2778;5.00E-11;20
2779;4.99E-11;20
2780;4.98E-11;20
2781;4.96E-11;20
2782;4.95E-11;20
2783;4.93E-11;20
2784;4.92E-11;20
2785;4.91E-11;20
2786;4.89E-11;20
2787;4.88E-11;20
2788;4.87E-11;20
2789;4.85E-11;20
2790;4.84E-11;20
2791;4.82E-11;20
2792;4.81E-11;20
2793;4.80E-11;20
2794;4.78E-11;20
2795;4.77E-11;20
2796;4.76E-11;20
2797;4.74E-11;20
2798;4.73E-11;20
2799;4.71E-11;20
2800;4.70E-11;20
2801;4.69E-11;20
2802;4.68E-11;20
2803;4.66E-11;20
2804;4.65E-11;20
2805;4.64E-11;20
2806;4.62E-11;20
2807;4.61E-11;20
2808;4.60E-11;20
2809;4.59E-11;20
2810;4.57E-11;20
2811;4.56E-11;20
2812;4.55E-11;20
2813;4.54E-11;20
2814;4.52E-11;20
2815;4.51E-11;20
2816;4.50E-11;20
2817;4.49E-11;20
2818;4.47E-11;20
2819;4.46E-11;20
2820;4.45E-11;20
2821;4.43E-11;20
2822;4.42E-11;20
2823;4.41E-11;20
2824;4.40E-11;20
2825;4.38E-11;20
2826;4.37E-11;20
2827;4.36E-11;20
2828;4.34E-11;20
2829;4.33E-11;20
2830;4.32E-11;20
2831;4.31E-11;20
2832;4.29E-11;20
2833;4.28E-11;20
2834;4.27E-11;20
2835;4.25E-11;20
2836;4.24E-11;20
2837;4.23E-11;20
2838;4.22E-11;20
2839;4.20E-11;20
2840;4.19E-11;20
2841;4.18E-11;20
2842;4.16E-11;20
2843;4.15E-11;20
2844;4.14E-11;20
2845;4.13E-11;20
2846;4.11E-11;20
2847;4.10E-11;20
2848;4.09E-11;20
2849;4.08E-11;20
2850;4.06E-11;20
2851;4.05E-11;20
2852;4.04E-11;20
2853;4.03E-11;20
2854;4.01E-11;20
2855;4.00E-11;20
2856;3.99E-11;20
2857;3.98E-11;20
2858;3.96E-11;20
2859;3.95E-11;20
2860;3.94E-11;20
2861;3.93E-11;20
2862;3.91E-11;20
2863;3.90E-11;20
2864;3.89E-11;20
2865;3.87E-11;20
2866;3.86E-11;20
2867;3.85E-11;20
2868;3.84E-11;20
2869;3.82E-11;20
2870;3.81E-11;20
2871;3.80E-11;20
2872;3.78E-11;20
2873;3.77E-11;20
2874;3.76E-11;20
2875;3.75E-11;20
2876;3.73E-11;20
2877;3.72E-11;20
2878;3.71E-11;20
2879;3.69E-11;20
2880;3.68E-11;20
2881;3.67E-11;20
2882;3.66E-11;20
2883;3.65E-11;20
2884;3.63E-11;20
2885;3.62E-11;20
2886;3.61E-11;20
2887;3.60E-11;20
2888;3.59E-11;20
2889;3.58E-11;20
2890;3.56E-11;20
2891;3.55E-11;20
2892;3.54E-11;20
2893;3.53E-11;20
2894;3.52E-11;20
2895;3.51E-11;20
2896;3.50E-11;20
2897;3.48E-11;20
2898;3.47E-11;20
2899;3.46E-11;20
2900;3.45E-11;20
2901;3.44E-11;20
2902;3.43E-11;20
2903;3.42E-11;20
2904;3.41E-11;20
2905;3.39E-11;20
2906;3.38E-11;20
2907;3.37E-11;20
2908;3.36E-11;20
2909;3.35E-11;20
2910;3.34E-11;20
2911;3.33E-11;20
2912;3.32E-11;20
2913;3.31E-11;20
2914;3.30E-11;20
2915;3.29E-11;20
2916;3.28E-11;20
2917;3.27E-11;20
2918;3.26E-11;20
2919;3.25E-11;20
2920;3.24E-11;20
2921;3.22E-11;20
2922;3.21E-11;20
2923;3.20E-11;20
2924;3.19E-11;20
2925;3.18E-11;20
2926;3.17E-11;20
2927;3.16E-11;20
2928;3.15E-11;20
2929;3.14E-11;20
2930;3.13E-11;20
2931;3.12E-11;20
2932;3.11E-11;20
2933;3.10E-11;20
2934;3.09E-11;20
2935;3.08E-11;20
2936;3.07E-11;20
2937;3.06E-11;20
2938;3.05E-11;20
2939;3.04E-11;20
2940;3.03E-11;20
2941;3.02E-11;20
2942;3.02E-11;20
2943;3.01E-11;20
2944;3.00E-11;20
2945;2.99E-11;20
2946;2.98E-11;20
2947;2.97E-11;20
2948;2.96E-11;20
2949;2.95E-11;20
2950;2.94E-11;20
2951;2.93E-11;20
2952;2.92E-11;20
2953;2.91E-11;20
2954;2.90E-11;20
2955;2.89E-11;20
2956;2.88E-11;20
2957;2.87E-11;20
2958;2.86E-11;20
2959;2.85E-11;20
2960;2.85E-11;20
2961;2.84E-11;20
2962;2.83E-11;20
2963;2.82E-11;20
2964;2.81E-11;20
2965;2.80E-11;20
2966;2.80E-11;20
2967;2.79E-11;20
2968;2.78E-11;20
2969;2.77E-11;20
2970;2.76E-11;20
2971;2.76E-11;20
2972;2.75E-11;20
2973;2.74E-11;20
2974;2.73E-11;20
2975;2.72E-11;20
2976;2.72E-11;20
2977;2.71E-11;20
2978;2.70E-11;20
2979;2.69E-11;20
2980;2.68E-11;20
2981;2.68E-11;20
2982;2.67E-11;20
2983;2.66E-11;20
2984;2.65E-11;20
2985;2.65E-11;20
2986;2.64E-11;20
2987;2.63E-11;20
2988;2.62E-11;20
2989;2.62E-11;20
2990;2.61E-11;20
2991;2.60E-11;20
2992;2.59E-11;20
2993;2.59E-11;20
2994;2.58E-11;20
2995;2.57E-11;20
2996;2.56E-11;20
2997;2.56E-11;20
2998;2.55E-11;20
2999;2.54E-11;20
3000;2.53E-11;20
3001;2.53E-11;20
3002;2.52E-11;20
3003;2.51E-11;20
3004;2.50E-11;20
3005;2.50E-11;20
3006;2.49E-11;20
3007;2.48E-11;20
3008;2.48E-11;20
3009;2.47E-11;20
3010;2.46E-11;20
3011;2.46E-11;20
3012;2.45E-11;20
3013;2.44E-11;20
3014;2.44E-11;20
3015;2.43E-11;20
3016;2.42E-11;20
3017;2.42E-11;20
3018;2.41E-11;20
3019;2.41E-11;20
3020;2.40E-11;20
3021;2.39E-11;20
3022;2.39E-11;20
3023;2.38E-11;20
3024;2.37E-11;20
3025;2.37E-11;20
3026;2.36E-11;20
3027;2.35E-11;20
3028;2.35E-11;20
3029;2.34E-11;20
3030;2.33E-11;20
3031;2.33E-11;20
3032;2.32E-11;20
3033;2.32E-11;20
3034;2.31E-11;20
3035;2.30E-11;20
3036;2.30E-11;20
3037;2.29E-11;20
3038;2.28E-11;20
3039;2.28E-11;20
3040;2.27E-11;20
3041;2.26E-11;20
3042;2.26E-11;20
3043;2.25E-11;20
3044;2.24E-11;20
3045;2.24E-11;20
3046;2.23E-11;20
3047;2.23E-11;20
3048;2.22E-11;20
3049;2.21E-11;20
3050;2.21E-11;20
3051;2.20E-11;20
3052;2.19E-11;20
3053;2.19E-11;20
3054;2.18E-11;20
3055;2.18E-11;20
3056;2.17E-11;20
3057;2.17E-11;20
3058;2.16E-11;20
3059;2.15E-11;20
3060;2.15E-11;20
3061;2.14E-11;20
3062;2.14E-11;20
3063;2.13E-11;20
3064;2.13E-11;20
3065;2.12E-11;20
3066;2.11E-11;20
3067;2.11E-11;20
3068;2.10E-11;20
3069;2.10E-11;20
3070;2.09E-11;20
3071;2.08E-11;20
3072;2.08E-11;20
3073;2.07E-11;20
3074;2.07E-11;20
3075;2.06E-11;20
